iso3,country,indicator_id,value,value_low,value_high,year,confidence_tier,source,note
ECU,Ecuador,hlo,414.71,402.27,427.15,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
ECU,Ecuador,homicide,7.8,7.8,7.8,2023,A,UNODC,
ECU,Ecuador,internet,71.0,71.0,71.0,2023,A,ITU / World Bank,
ECU,Ecuador,ladder,5.97,4.78,7.16,2023,C,Gallup World Poll via World Happiness Report,
ECU,Ecuador,lsec_comp,80.0,80.0,80.0,2023,A,UNESCO UIS,
ECU,Ecuador,mobile_bb,60.0,54.0,66.0,2023,B,ITU,
ECU,Ecuador,neet,22.0,20.9,23.1,2023,B,ILOSTAT / national LFS (PLFS for India),
ECU,Ecuador,neet_gap,12.0,11.4,12.6,2023,B,Derived from ILOSTAT / national LFS,
ECU,Ecuador,stunting,23.0,21.62,24.38,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
ECU,Ecuador,suicide,7.5,7.5,7.5,2023,A,WHO Global Health Estimates; NCRB for India,
ECU,Ecuador,u5mr,12.6,12.6,12.6,2023,A,UN IGME,
ECU,Ecuador,water,95.0,95.0,95.0,2023,A,WHO/UNICEF JMP,
ECU,Ecuador,y_unemp,10.0,9.5,10.5,2023,B,ILOSTAT,
ECU,Ecuador,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
EGY,Egypt,adol_fert,50.0,50.0,50.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
EGY,Egypt,child_labour,5.0,4.5,5.5,2023,B,ILO/UNICEF,
EGY,Egypt,child_marriage,17.0,17.0,17.0,2023,A,UNICEF; DHS/MICS,
EGY,Egypt,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
EGY,Egypt,hlo,397.83,385.9,409.76,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
EGY,Egypt,homicide,2.0,2.0,2.0,2023,A,UNODC,
EGY,Egypt,internet,72.0,72.0,72.0,2023,A,ITU / World Bank,
EGY,Egypt,ladder,4.0,3.2,4.8,2023,C,Gallup World Poll via World Happiness Report,
EGY,Egypt,lsec_comp,75.0,75.0,75.0,2023,A,UNESCO UIS,
EGY,Egypt,mobile_bb,70.0,63.0,77.0,2023,B,ITU,
EGY,Egypt,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
EGY,Egypt,neet_gap,25.0,23.75,26.25,2023,B,Derived from ILOSTAT / national LFS,
EGY,Egypt,stunting,22.0,20.68,23.32,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
EGY,Egypt,suicide,3.4,3.4,3.4,2023,A,WHO Global Health Estimates; NCRB for India,
EGY,Egypt,u5mr,19.0,19.0,19.0,2023,A,UN IGME,
EGY,Egypt,water,99.0,99.0,99.0,2023,A,WHO/UNICEF JMP,
EGY,Egypt,y_unemp,17.0,16.15,17.85,2023,B,ILOSTAT,
EGY,Egypt,youth_lit,90.0,90.0,90.0,2023,A,UNESCO UIS,
EST,Estonia,adol_fert,8.0,8.0,8.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
EST,Estonia,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
EST,Estonia,child_marriage,0.5,0.5,0.5,2023,A,UNICEF; DHS/MICS,
EST,Estonia,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
EST,Estonia,hlo,542.42,526.15,558.69,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
EST,Estonia,homicide,2.0,2.0,2.0,2023,A,UNODC,
EST,Estonia,internet,93.0,93.0,93.0,2023,A,ITU / World Bank,
EST,Estonia,ladder,6.45,5.16,7.74,2023,C,Gallup World Poll via World Happiness Report,
EST,Estonia,lsec_comp,97.0,97.0,97.0,2023,A,UNESCO UIS,
EST,Estonia,mobile_bb,130.0,117.0,143.0,2023,B,ITU,
EST,Estonia,neet,10.0,9.5,10.5,2023,B,ILOSTAT / national LFS (PLFS for India),
EST,Estonia,neet_gap,3.0,2.85,3.15,2023,B,Derived from ILOSTAT / national LFS,
EST,Estonia,stunting,1.5,1.41,1.59,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
EST,Estonia,suicide,15.0,15.0,15.0,2023,A,WHO Global Health Estimates; NCRB for India,
EST,Estonia,u5mr,2.0,2.0,2.0,2023,A,UN IGME,
EST,Estonia,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
EST,Estonia,y_unemp,15.0,14.25,15.75,2023,B,ILOSTAT,
EST,Estonia,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
ETH,Ethiopia,adol_fert,66.0,66.0,66.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
ETH,Ethiopia,child_labour,27.0,24.3,29.7,2023,B,ILO/UNICEF,
ETH,Ethiopia,child_marriage,40.0,40.0,40.0,2023,A,UNICEF; DHS/MICS,
ETH,Ethiopia,electricity,55.0,55.0,55.0,2023,A,World Bank / IEA,
ETH,Ethiopia,hlo,336.27,316.09,356.45,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
ETH,Ethiopia,homicide,7.0,7.0,7.0,2023,A,UNODC,
ETH,Ethiopia,internet,20.0,20.0,20.0,2023,A,ITU / World Bank,
ETH,Ethiopia,ladder,4.35,3.48,5.22,2023,C,Gallup World Poll via World Happiness Report,
ETH,Ethiopia,lsec_comp,35.0,35.0,35.0,2023,A,UNESCO UIS,
ETH,Ethiopia,mobile_bb,25.0,22.5,27.5,2023,B,ITU,
ETH,Ethiopia,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
ETH,Ethiopia,neet_gap,15.0,14.25,15.75,2023,B,Derived from ILOSTAT / national LFS,
ETH,Ethiopia,stunting,37.0,34.78,39.22,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
ETH,Ethiopia,suicide,8.0,8.0,8.0,2023,A,WHO Global Health Estimates; NCRB for India,
ETH,Ethiopia,u5mr,46.0,46.0,46.0,2023,A,UN IGME,
ETH,Ethiopia,water,50.0,50.0,50.0,2023,A,WHO/UNICEF JMP,
ETH,Ethiopia,y_unemp,5.0,4.75,5.25,2023,B,ILOSTAT,
ETH,Ethiopia,youth_lit,73.0,73.0,73.0,2023,A,UNESCO UIS,
FIN,Finland,adol_fert,3.8,3.8,3.8,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
FIN,Finland,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
FIN,Finland,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
FIN,Finland,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
FIN,Finland,hlo,531.13,515.2,547.06,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
FIN,Finland,homicide,1.6,1.6,1.6,2023,A,UNODC,
FIN,Finland,internet,96.0,96.0,96.0,2023,A,ITU / World Bank,
FIN,Finland,ladder,7.74,6.19,9.29,2023,C,Gallup World Poll via World Happiness Report,
FIN,Finland,lsec_comp,99.0,99.0,99.0,2023,A,UNESCO UIS,
FIN,Finland,mobile_bb,160.0,144.0,176.0,2023,B,ITU,
FIN,Finland,neet,8.5,8.07,8.93,2023,B,ILOSTAT / national LFS (PLFS for India),
FIN,Finland,neet_gap,0.5,0.47,0.53,2023,B,Derived from ILOSTAT / national LFS,
FIN,Finland,stunting,1.5,1.41,1.59,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
FIN,Finland,suicide,13.4,13.4,13.4,2023,A,WHO Global Health Estimates; NCRB for India,
FIN,Finland,u5mr,2.2,2.2,2.2,2023,A,UN IGME,
FIN,Finland,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
FIN,Finland,y_unemp,17.0,16.15,17.85,2023,B,ILOSTAT,
FIN,Finland,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
FRA,France,adol_fert,8.0,8.0,8.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
FRA,France,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
FRA,France,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
FRA,France,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
FRA,France,hlo,499.18,484.2,514.16,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
FRA,France,homicide,1.2,1.2,1.2,2023,A,UNODC,
FRA,France,internet,87.0,87.0,87.0,2023,A,ITU / World Bank,
FRA,France,ladder,6.66,5.33,7.99,2023,C,Gallup World Poll via World Happiness Report,
FRA,France,lsec_comp,96.0,96.0,96.0,2023,A,UNESCO UIS,
FRA,France,mobile_bb,105.0,94.5,115.5,2023,B,ITU,
FRA,France,neet,12.0,11.4,12.6,2023,B,ILOSTAT / national LFS (PLFS for India),
FRA,France,neet_gap,1.5,1.42,1.58,2023,B,Derived from ILOSTAT / national LFS,
FRA,France,stunting,1.9,1.79,2.01,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
FRA,France,suicide,12.8,12.8,12.8,2023,A,WHO Global Health Estimates; NCRB for India,
FRA,France,u5mr,4.3,4.3,4.3,2023,A,UN IGME,
FRA,France,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
FRA,France,y_unemp,17.5,16.62,18.38,2023,B,ILOSTAT,
FRA,France,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
GEO,Georgia,adol_fert,25.0,25.0,25.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
GEO,Georgia,child_labour,2.0,1.8,2.2,2023,B,ILO/UNICEF,
GEO,Georgia,child_marriage,14.0,14.0,14.0,2023,A,UNICEF; DHS/MICS,
GEO,Georgia,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
GEO,Georgia,hlo,459.68,445.89,473.47,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
GEO,Georgia,homicide,2.0,2.0,2.0,2023,A,UNODC,
GEO,Georgia,internet,84.0,84.0,84.0,2023,A,ITU / World Bank,
GEO,Georgia,ladder,5.2,4.16,6.24,2023,C,Gallup World Poll via World Happiness Report,
GEO,Georgia,lsec_comp,95.0,95.0,95.0,2023,A,UNESCO UIS,
GEO,Georgia,mobile_bb,80.0,72.0,88.0,2023,B,ITU,
GEO,Georgia,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
GEO,Georgia,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
GEO,Georgia,stunting,6.0,5.64,6.36,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
GEO,Georgia,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
GEO,Georgia,u5mr,9.0,9.0,9.0,2023,A,UN IGME,
GEO,Georgia,water,98.0,98.0,98.0,2023,A,WHO/UNICEF JMP,
GEO,Georgia,y_unemp,30.0,28.5,31.5,2023,B,ILOSTAT,
GEO,Georgia,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
DEU,Germany,adol_fert,6.5,6.5,6.5,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
DEU,Germany,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
DEU,Germany,child_marriage,0.2,0.2,0.2,2023,A,UNICEF; DHS/MICS,
DEU,Germany,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
DEU,Germany,hlo,524.26,508.53,539.99,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
DEU,Germany,homicide,0.9,0.9,0.9,2023,A,UNODC,
DEU,Germany,internet,93.0,93.0,93.0,2023,A,ITU / World Bank,
DEU,Germany,ladder,6.75,5.4,8.1,2023,C,Gallup World Poll via World Happiness Report,
DEU,Germany,lsec_comp,97.0,97.0,97.0,2023,A,UNESCO UIS,
DEU,Germany,mobile_bb,100.0,90.0,110.0,2023,B,ITU,
DEU,Germany,neet,8.5,8.07,8.93,2023,B,ILOSTAT / national LFS (PLFS for India),
DEU,Germany,neet_gap,1.5,1.42,1.58,2023,B,Derived from ILOSTAT / national LFS,
DEU,Germany,stunting,1.7,1.6,1.8,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
DEU,Germany,suicide,12.3,12.3,12.3,2023,A,WHO Global Health Estimates; NCRB for India,
DEU,Germany,u5mr,3.6,3.6,3.6,2023,A,UN IGME,
DEU,Germany,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
DEU,Germany,y_unemp,6.0,5.7,6.3,2023,B,ILOSTAT,
DEU,Germany,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
GHA,Ghana,adol_fert,64.0,64.0,64.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
GHA,Ghana,child_labour,17.0,15.3,18.7,2023,B,ILO/UNICEF,
GHA,Ghana,child_marriage,19.0,19.0,19.0,2023,A,UNICEF; DHS/MICS,
GHA,Ghana,electricity,86.0,86.0,86.0,2023,A,World Bank / IEA,
GHA,Ghana,hlo,336.16,326.08,346.24,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
GHA,Ghana,homicide,2.5,2.5,2.5,2023,A,UNODC,
GHA,Ghana,internet,70.0,70.0,70.0,2023,A,ITU / World Bank,
GHA,Ghana,ladder,4.4,3.52,5.28,2023,C,Gallup World Poll via World Happiness Report,
GHA,Ghana,lsec_comp,70.0,70.0,70.0,2023,A,UNESCO UIS,
GHA,Ghana,mobile_bb,80.0,72.0,88.0,2023,B,ITU,
GHA,Ghana,neet,25.0,23.75,26.25,2023,B,ILOSTAT / national LFS (PLFS for India),
GHA,Ghana,neet_gap,10.0,9.5,10.5,2023,B,Derived from ILOSTAT / national LFS,
GHA,Ghana,stunting,15.0,14.1,15.9,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
GHA,Ghana,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
GHA,Ghana,u5mr,42.0,42.0,42.0,2023,A,UN IGME,
GHA,Ghana,water,88.0,88.0,88.0,2023,A,WHO/UNICEF JMP,
GHA,Ghana,y_unemp,6.0,5.7,6.3,2023,B,ILOSTAT,
GHA,Ghana,youth_lit,95.0,95.0,95.0,2023,A,UNESCO UIS,
GRC,Greece,adol_fert,6.0,6.0,6.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
GRC,Greece,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
GRC,Greece,child_marriage,0.5,0.5,0.5,2023,A,UNICEF; DHS/MICS,
GRC,Greece,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
GRC,Greece,hlo,477.87,463.53,492.21,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
GRC,Greece,homicide,0.9,0.9,0.9,2023,A,UNODC,
GRC,Greece,internet,85.0,85.0,85.0,2023,A,ITU / World Bank,
GRC,Greece,ladder,5.93,4.74,7.12,2023,C,Gallup World Poll via World Happiness Report,
GRC,Greece,lsec_comp,94.0,94.0,94.0,2023,A,UNESCO UIS,
GRC,Greece,mobile_bb,95.0,85.5,104.5,2023,B,ITU,
GRC,Greece,neet,15.0,14.25,15.75,2023,B,ILOSTAT / national LFS (PLFS for India),
GRC,Greece,neet_gap,3.0,2.85,3.15,2023,B,Derived from ILOSTAT / national LFS,
GRC,Greece,stunting,2.0,1.88,2.12,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
GRC,Greece,suicide,4.5,4.5,4.5,2023,A,WHO Global Health Estimates; NCRB for India,
GRC,Greece,u5mr,3.7,3.7,3.7,2023,A,UN IGME,
GRC,Greece,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
GRC,Greece,y_unemp,27.0,25.65,28.35,2023,B,ILOSTAT,
GRC,Greece,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
GTM,Guatemala,adol_fert,66.0,66.0,66.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
GTM,Guatemala,child_labour,16.0,14.4,17.6,2023,B,ILO/UNICEF,
GTM,Guatemala,child_marriage,30.0,30.0,30.0,2023,A,UNICEF; DHS/MICS,
GTM,Guatemala,electricity,97.0,97.0,97.0,2023,A,World Bank / IEA,
GTM,Guatemala,hlo,389.02,377.35,400.69,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
GTM,Guatemala,homicide,17.0,17.0,17.0,2023,A,UNODC,
GTM,Guatemala,internet,55.0,55.0,55.0,2023,A,ITU / World Bank,
GTM,Guatemala,ladder,6.29,5.03,7.55,2023,C,Gallup World Poll via World Happiness Report,
GTM,Guatemala,lsec_comp,50.0,50.0,50.0,2023,A,UNESCO UIS,
GTM,Guatemala,mobile_bb,25.0,22.5,27.5,2023,B,ITU,
GTM,Guatemala,neet,26.0,24.7,27.3,2023,B,ILOSTAT / national LFS (PLFS for India),
GTM,Guatemala,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
GTM,Guatemala,stunting,43.0,40.42,45.58,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
GTM,Guatemala,suicide,5.0,5.0,5.0,2023,A,WHO Global Health Estimates; NCRB for India,
GTM,Guatemala,u5mr,22.0,22.0,22.0,2023,A,UN IGME,
GTM,Guatemala,water,94.0,94.0,94.0,2023,A,WHO/UNICEF JMP,
GTM,Guatemala,y_unemp,7.0,6.65,7.35,2023,B,ILOSTAT,
GTM,Guatemala,youth_lit,96.0,96.0,96.0,2023,A,UNESCO UIS,
GIN,Guinea,adol_fert,120.0,120.0,120.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
GIN,Guinea,child_labour,28.0,25.2,30.8,2023,B,ILO/UNICEF,
GIN,Guinea,child_marriage,47.0,47.0,47.0,2023,A,UNICEF; DHS/MICS,
GIN,Guinea,electricity,45.0,45.0,45.0,2023,A,World Bank / IEA,
GIN,Guinea,hlo,298.22,280.33,316.12,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
GIN,Guinea,homicide,8.0,8.0,8.0,2023,A,UNODC,
GIN,Guinea,internet,32.0,32.0,32.0,2023,A,ITU / World Bank,
GIN,Guinea,ladder,4.0,3.2,4.8,2023,C,Gallup World Poll via World Happiness Report,
GIN,Guinea,lsec_comp,35.0,35.0,35.0,2023,A,UNESCO UIS,
GIN,Guinea,mobile_bb,35.0,31.5,38.5,2023,B,ITU,
GIN,Guinea,neet,35.0,33.25,36.75,2023,B,ILOSTAT / national LFS (PLFS for India),
GIN,Guinea,neet_gap,20.0,19.0,21.0,2023,B,Derived from ILOSTAT / national LFS,
GIN,Guinea,stunting,30.0,28.2,31.8,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
GIN,Guinea,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
GIN,Guinea,u5mr,92.0,92.0,92.0,2023,A,UN IGME,
GIN,Guinea,water,65.0,65.0,65.0,2023,A,WHO/UNICEF JMP,
GIN,Guinea,y_unemp,5.0,4.75,5.25,2023,B,ILOSTAT,
GIN,Guinea,youth_lit,55.0,55.0,55.0,2023,A,UNESCO UIS,
HTI,Haiti,adol_fert,50.0,50.0,50.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
HTI,Haiti,child_labour,24.0,21.6,26.4,2023,B,ILO/UNICEF,
HTI,Haiti,child_marriage,15.0,15.0,15.0,2023,A,UNICEF; DHS/MICS,
HTI,Haiti,electricity,47.0,47.0,47.0,2023,A,World Bank / IEA,
HTI,Haiti,hlo,311.72,293.02,330.43,2023,C,"Altinok, Angrist & Patrinos (2018) / World Bank HLO","Imputed by OLS on log(u5mr), youth_lit, lsec_comp, internet; R2=0.87"
HTI,Haiti,homicide,7.0,7.0,7.0,2023,A,UNODC,
HTI,Haiti,internet,40.0,40.0,40.0,2023,A,ITU / World Bank,
HTI,Haiti,ladder,3.6,2.88,4.32,2023,C,Gallup World Poll via World Happiness Report,
HTI,Haiti,lsec_comp,40.0,40.0,40.0,2023,A,UNESCO UIS,
HTI,Haiti,mobile_bb,25.0,22.5,27.5,2023,B,ITU,
HTI,Haiti,neet,35.0,33.25,36.75,2023,B,ILOSTAT / national LFS (PLFS for India),
HTI,Haiti,neet_gap,15.0,14.25,15.75,2023,B,Derived from ILOSTAT / national LFS,
HTI,Haiti,stunting,20.0,18.8,21.2,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
HTI,Haiti,suicide,7.0,7.0,7.0,2023,A,WHO Global Health Estimates; NCRB for India,
HTI,Haiti,u5mr,55.0,55.0,55.0,2023,A,UN IGME,
HTI,Haiti,water,68.0,68.0,68.0,2023,A,WHO/UNICEF JMP,
HTI,Haiti,y_unemp,14.0,13.3,14.7,2023,B,ILOSTAT,
HTI,Haiti,youth_lit,85.0,85.0,85.0,2023,A,UNESCO UIS,
HND,Honduras,adol_fert,72.0,72.0,72.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
HND,Honduras,child_labour,15.0,13.5,16.5,2023,B,ILO/UNICEF,
HND,Honduras,child_marriage,34.0,34.0,34.0,2023,A,UNICEF; DHS/MICS,
HND,Honduras,electricity,95.0,95.0,95.0,2023,A,World Bank / IEA,
HND,Honduras,hlo,363.71,352.8,374.62,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
HND,Honduras,homicide,31.0,31.0,31.0,2023,A,UNODC,
HND,Honduras,internet,55.0,55.0,55.0,2023,A,ITU / World Bank,
HND,Honduras,ladder,5.5,4.4,6.6,2023,C,Gallup World Poll via World Happiness Report,
HND,Honduras,lsec_comp,48.0,48.0,48.0,2023,A,UNESCO UIS,
HND,Honduras,mobile_bb,35.0,31.5,38.5,2023,B,ITU,
HND,Honduras,neet,27.0,25.65,28.35,2023,B,ILOSTAT / national LFS (PLFS for India),
HND,Honduras,neet_gap,22.0,20.9,23.1,2023,B,Derived from ILOSTAT / national LFS,
HND,Honduras,stunting,19.0,17.86,20.14,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
HND,Honduras,suicide,3.0,3.0,3.0,2023,A,WHO Global Health Estimates; NCRB for India,
HND,Honduras,u5mr,15.0,15.0,15.0,2023,A,UN IGME,
HND,Honduras,water,96.0,96.0,96.0,2023,A,WHO/UNICEF JMP,
HND,Honduras,y_unemp,10.0,9.5,10.5,2023,B,ILOSTAT,
HND,Honduras,youth_lit,97.0,97.0,97.0,2023,A,UNESCO UIS,
HUN,Hungary,adol_fert,18.0,18.0,18.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
HUN,Hungary,child_labour,0.0,0.0,0.0,2023,B,ILO/UNICEF,
HUN,Hungary,child_marriage,1.0,1.0,1.0,2023,A,UNICEF; DHS/MICS,
HUN,Hungary,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
HUN,Hungary,hlo,522.5,506.82,538.18,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
HUN,Hungary,homicide,1.0,1.0,1.0,2023,A,UNODC,
HUN,Hungary,internet,92.0,92.0,92.0,2023,A,ITU / World Bank,
HUN,Hungary,ladder,6.04,4.83,7.25,2023,C,Gallup World Poll via World Happiness Report,
HUN,Hungary,lsec_comp,92.0,92.0,92.0,2023,A,UNESCO UIS,
HUN,Hungary,mobile_bb,90.0,81.0,99.0,2023,B,ITU,
HUN,Hungary,neet,11.0,10.45,11.55,2023,B,ILOSTAT / national LFS (PLFS for India),
HUN,Hungary,neet_gap,4.0,3.8,4.2,2023,B,Derived from ILOSTAT / national LFS,
HUN,Hungary,stunting,2.5,2.35,2.65,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
HUN,Hungary,suicide,13.5,13.5,13.5,2023,A,WHO Global Health Estimates; NCRB for India,
HUN,Hungary,u5mr,3.5,3.5,3.5,2023,A,UN IGME,
HUN,Hungary,water,100.0,100.0,100.0,2023,A,WHO/UNICEF JMP,
HUN,Hungary,y_unemp,12.0,11.4,12.6,2023,B,ILOSTAT,
HUN,Hungary,youth_lit,99.0,99.0,99.0,2023,A,UNESCO UIS,
IND,India,adol_fert,14.1,14.1,14.1,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
IND,India,child_labour,5.0,4.5,5.5,2023,B,ILO/UNICEF,
IND,India,child_marriage,23.3,23.3,23.3,2023,A,UNICEF; DHS/MICS,
IND,India,electricity,99.0,99.0,99.0,2023,A,World Bank / IEA,
IND,India,hlo,378.54,367.18,389.9,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
IND,India,homicide,2.9,2.9,2.9,2023,A,UNODC,
IND,India,internet,70.0,70.0,70.0,2023,A,ITU / World Bank,
IND,India,ladder,4.39,3.51,5.27,2023,C,Gallup World Poll via World Happiness Report,WHR 2024=4.054; WHR 2025=4.389; WHR 2026=4.536
IND,India,lsec_comp,88.0,88.0,88.0,2023,A,UNESCO UIS,
IND,India,mobile_bb,85.0,76.5,93.5,2023,B,ITU,
IND,India,neet,39.0,37.05,40.95,2023,B,ILOSTAT / national LFS (PLFS for India),
IND,India,neet_gap,32.0,30.4,33.6,2023,B,Derived from ILOSTAT / national LFS,
IND,India,stunting,31.7,29.8,33.6,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),NFHS-5 (2019-21)=35.5; Poshan Tracker implies lower; band spans the dispute
IND,India,suicide,12.7,12.7,12.7,2023,A,WHO Global Health Estimates; NCRB for India,
IND,India,u5mr,25.0,25.0,25.0,2023,A,UN IGME,
IND,India,water,93.0,93.0,93.0,2023,A,WHO/UNICEF JMP,
IND,India,y_unemp,17.0,16.15,17.85,2023,B,ILOSTAT,
IND,India,youth_lit,96.0,96.0,96.0,2023,A,UNESCO UIS,
IDN,Indonesia,adol_fert,33.0,33.0,33.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
IDN,Indonesia,child_labour,3.0,2.7,3.3,2023,B,ILO/UNICEF,
IDN,Indonesia,child_marriage,16.0,16.0,16.0,2023,A,UNICEF; DHS/MICS,
IDN,Indonesia,electricity,100.0,100.0,100.0,2023,A,World Bank / IEA,
IDN,Indonesia,hlo,396.71,384.81,408.61,2023,B,"Altinok, Angrist & Patrinos (2018) / World Bank HLO",
IDN,Indonesia,homicide,0.4,0.4,0.4,2023,A,UNODC,
IDN,Indonesia,internet,79.0,79.0,79.0,2023,A,ITU / World Bank,
IDN,Indonesia,ladder,5.62,4.5,6.74,2023,C,Gallup World Poll via World Happiness Report,
IDN,Indonesia,lsec_comp,80.0,80.0,80.0,2023,A,UNESCO UIS,
IDN,Indonesia,mobile_bb,110.0,99.0,121.0,2023,B,ITU,
IDN,Indonesia,neet,26.3,24.98,27.62,2023,B,ILOSTAT / national LFS (PLFS for India),
IDN,Indonesia,neet_gap,12.0,11.4,12.6,2023,B,Derived from ILOSTAT / national LFS,
IDN,Indonesia,stunting,31.0,29.14,32.86,2023,A,UNICEF/WHO/World Bank JME (NFHS-5 for India),
IDN,Indonesia,suicide,3.0,3.0,3.0,2023,A,WHO Global Health Estimates; NCRB for India,
IDN,Indonesia,u5mr,21.0,21.0,21.0,2023,A,UN IGME,
IDN,Indonesia,water,92.0,92.0,92.0,2023,A,WHO/UNICEF JMP,
IDN,Indonesia,y_unemp,16.0,15.2,16.8,2023,B,ILOSTAT,
IDN,Indonesia,youth_lit,100.0,100.0,100.0,2023,A,UNESCO UIS,
IRN,Iran,adol_fert,25.0,25.0,25.0,2023,A,UN Population Division / World Bank SP.ADO.TFRT,
IRN,Iran,child_labour,3.0,2.7,3.3,2023,B,ILO/UNICEF,
IRN,Iran,child_marriage,17.0,17.0,17.0,2023,A,UNICEF; DHS/MICS,
